cellosaurus_id,CELL_LINE_NAME,DRUG_NAME,LN_IC50,CELL_LINE_TISSUE_1,CELL_LINE_TISSUE_2,DRUG_TARGET_PATHWAY
CVCL_5003,SNU-1040,PRT062607,4.943872,large_intestine,large_intestine,"Other, kinases"
CVCL_1128,COLO 668,IGF1R_3801,1.635651,lung_SCLC,lung_small_cell_carcinoma,IGF1R signaling
CVCL_1096,C2BBe1,AZD2014,1.15839,large_intestine,large_intestine,PI3K/MTOR signaling
CVCL_1703,SK-PN-DW,LGK974,3.8429,bone,ewings_sarcoma,WNT signaling
CVCL_1328,KINGS-1,BIBR-1532,5.557117,nervous_system,glioma,Genome integrity
CVCL_1131,COLO 680N,WIKI4,5.6482410000000005,aero_dig_tract,oesophagus,WNT signaling
CVCL_1319,JVM-2,5-Fluorouracil,1.439771,lymphoma,lymphoid_neoplasm other,Other
CVCL_1583,NCI-H720,AZD7762,0.80071,lung_NSCLC,lung_NSCLC_carcinoid,Cell cycle
CVCL_1286,HOP-92,Cytarabine,2.962757,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_1116,CaR-1,GNE-317,-0.531615,large_intestine,large_intestine,PI3K/MTOR signaling
CVCL_1154,D-263MG,Osimertinib,2.618021,nervous_system,glioma,EGFR signaling
CVCL_0030,HeLa,Nutlin-3a (-),3.952294,urogenital_system,cervix,p53 pathway
CVCL_0013,MOLT-4,AZD2014,3.825579,leukemia,lymphoblastic_leukemia,PI3K/MTOR signaling
CVCL_1124,CHP-134,VSP34_8731,3.083285,neuroblastoma,neuroblastoma,Other
CVCL_1389,Lu-135,AZD5991,5.25921,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_2035,ESO-26,GSK2578215A,5.372528,aero_dig_tract,oesophagus,"Other, kinases"
CVCL_2983,KMRC-1,Staurosporine,-3.388002,kidney,kidney,RTK signaling
CVCL_0609,Calu-3,AZD6738,4.157124,lung_NSCLC,lung_NSCLC_adenocarcinoma,Genome integrity
CVCL_0504,RKO,PFI3,4.553154,large_intestine,large_intestine,Chromatin other
CVCL_0153,B-CPAP,OTX015,2.668225,unknown,unknown,Chromatin other
CVCL_3087,OSC-20,Entospletinib,4.456734,aero_dig_tract,head and neck,"Other, kinases"
CVCL_1137,COLO 829,Sorafenib,3.955402,skin,melanoma,"Other, kinases"
CVCL_1624,ONS-76,Dasatinib,1.667356,nervous_system,medulloblastoma,"Other, kinases"
CVCL_1229,GCT,Zoledronate,4.359229,soft_tissue,soft_tissue_other,Unclassified
CVCL_3084,OCUM-1,Ibrutinib,6.939161,digestive_system,stomach,"Other, kinases"
CVCL_1842,OACM5.1 C,MN-64,5.618197,aero_dig_tract,oesophagus,WNT signaling
CVCL_1531,NCI-H2122,Rapamycin,-1.402654,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1613,NY,MIRA-1,5.315418,bone,osteosarcoma,p53 pathway
CVCL_2412,COR-L311,Elephantin,2.862796,lung_SCLC,lung_small_cell_carcinoma,Unclassified
CVCL_1558,NCI-H345,MK-8776,5.551919,lung_SCLC,lung_small_cell_carcinoma,Cell cycle
CVCL_1534,NCI-H2141,Teniposide,2.15901,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1357,L-363,UMI-77,2.395295,myeloma,myeloma,Apoptosis regulation
CVCL_0290,HCC1937,Teniposide,3.141164,breast,breast,DNA replication
CVCL_1197,EPLC-272H,Trametinib,-0.816806,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,ERK MAPK signaling
CVCL_1109,CAL-39,CDK9_5576,-1.335231,urogenital_system,cervix,Cell cycle
CVCL_0556,T98G,Sinularin,3.602731,nervous_system,glioma,Unclassified
CVCL_1481,NCI-H1623,Obatoclax Mesylate,1.6720810000000002,lung_NSCLC,lung_NSCLC_adenocarcinoma,Apoptosis regulation
CVCL_2961,IM95,AZD7762,1.344915,digestive_system,stomach,Cell cycle
CVCL_3119,P32/ISH,Palbociclib,1.443786,lymphoma,Burkitt_lymphoma,Cell cycle
CVCL_1064,A4/Fukuda,Wnt-C59,3.778981,lymphoma,B_cell_lymphoma,WNT signaling
CVCL_1524,NCI-H2087,MK-1775,2.056942,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cell cycle
CVCL_1571,NCI-H596,I-BRD9,5.969187000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin other
CVCL_1345,Kuramochi,ERK_2440,4.015596,urogenital_system,ovary,ERK MAPK signaling
CVCL_1226,GaMG,Entinostat,3.499251,nervous_system,glioma,Chromatin histone acetylation
CVCL_1644,PSN1,Sapitinib,5.154793,pancreas,pancreas,EGFR signaling
CVCL_1343,KS-1 [Human glioblastoma],BMS-345541,3.985696,nervous_system,glioma,Other
CVCL_1710,SNU-C2B,ULK1_4989,1.968236,large_intestine,large_intestine,"Other, kinases"
CVCL_2206,SU-DHL-6,Savolitinib,0.811264,lymphoma,B_cell_lymphoma,RTK signaling
CVCL_1499,NCI-H1838,Dactolisib,1.909293,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1416,MKN28,WEHI-539,3.556894,digestive_system,stomach,Apoptosis regulation
CVCL_1186,EB2,PCI-34051,1.803214,lymphoma,Burkitt_lymphoma,Chromatin histone acetylation
CVCL_0426,MG-63,Ulixertinib,3.678915877013915,bone,osteosarcoma,ERK MAPK signaling
CVCL_1154,D-263MG,Palbociclib,3.062617,nervous_system,glioma,Cell cycle
CVCL_L911,ME1,Entospletinib,4.547897,leukemia,acute_myeloid_leukaemia,"Other, kinases"
CVCL_1442,SJNB-12,Paclitaxel,-0.7539430000000001,neuroblastoma,neuroblastoma,Mitosis
CVCL_1557,NCI-H322M,AZD5991,6.197524,lung_NSCLC,lung_NSCLC_adenocarcinoma,Apoptosis regulation
CVCL_1443,SJNB-13,JAK1_8709,3.2841440000000004,neuroblastoma,neuroblastoma,"Other, kinases"
CVCL_1489,NCI-H1694,PAK_5339,3.160352,lung_SCLC,lung_small_cell_carcinoma,Cytoskeleton
CVCL_3119,P32/ISH,Sabutoclax,-3.941105,lymphoma,Burkitt_lymphoma,Apoptosis regulation
CVCL_1170,DEL,WZ4003,1.804774,lymphoma,lymphoid_neoplasm other,"Other, kinases"
CVCL_1554,NCI-H250,AGI-6780,5.427533,lung_SCLC,lung_small_cell_carcinoma,Metabolism
CVCL_0093,RS4;11,Alpelisib,2.167214,leukemia,leukemia,PI3K/MTOR signaling
CVCL_3613,TOV-21G,Vorinostat,1.893961,urogenital_system,ovary,Chromatin histone acetylation
CVCL_1077,BB49-HNC,AMG-319,4.9273,aero_dig_tract,head and neck,PI3K/MTOR signaling
CVCL_1270,HCC70,Carmustine,5.415882,breast,breast,DNA replication
CVCL_1524,NCI-H2087,Dinaciclib,-1.800713,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cell cycle
CVCL_0290,HCC1937,5-Fluorouracil,5.475732,breast,breast,Other
CVCL_2661,OE21,AGI-6780,4.121748,aero_dig_tract,oesophagus,Metabolism
CVCL_1185,EB3 [Human Burkitt lymphoma],BDP-00009066,1.801237,lymphoma,Burkitt_lymphoma,Cytoskeleton
CVCL_1085,BHT-101,CDK9_5038,-0.8351879999999999,thyroid,thyroid,Cell cycle
CVCL_1569,NCI-H526,XAV939,2.702869,lung_SCLC,lung_small_cell_carcinoma,WNT signaling
CVCL_1515,NCI-H2023,Epirubicin,-1.414574,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_1259,HCC1954,Linsitinib,4.3783330000000005,breast,breast,IGF1R signaling
CVCL_1557,NCI-H322M,AZD5438,1.905094,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cell cycle
CVCL_2960,IHH-4,Irinotecan,0.839599,thyroid,thyroid,DNA replication
CVCL_2960,IHH-4,WEHI-539,3.733227,thyroid,thyroid,Apoptosis regulation
CVCL_2520,HT115,Ruxolitinib,5.097247,large_intestine,large_intestine,"Other, kinases"
CVCL_0454,SNU-449,Gemcitabine,2.445318,digestive_system,liver,DNA replication
CVCL_1226,GaMG,BPD-00008900,3.375292,nervous_system,glioma,Other
CVCL_1516,NCI-H2029,PRT062607,3.126347,lung_SCLC,lung_small_cell_carcinoma,"Other, kinases"
CVCL_1131,COLO 680N,IGF1R_3801,2.230513,aero_dig_tract,oesophagus,IGF1R signaling
CVCL_1226,GaMG,VSP34_8731,3.294789,nervous_system,glioma,Other
CVCL_1705,SN12C,AZD5991,6.151853,kidney,kidney,Apoptosis regulation
CVCL_1600,NCI-H929,UMI-77,2.7331,myeloma,myeloma,Apoptosis regulation
CVCL_1209,EW-11,MN-64,5.215452,bone,ewings_sarcoma,WNT signaling
CVCL_1110,CAL-51,Docetaxel,-4.488105779902944,breast,breast,Mitosis
CVCL_1180,DOK,AZ960,0.3944249999999999,aero_dig_tract,head and neck,"Other, kinases"
CVCL_C171,PCI-04B,JAK1_8709,3.017447,aero_dig_tract,head and neck,"Other, kinases"
CVCL_1439,Mo,AZD5991,5.827167,leukemia,hairy_cell_leukaemia,Apoptosis regulation
CVCL_1111,CAL-54,Nutlin-3a (-),1.003999,kidney,kidney,p53 pathway
CVCL_0556,T98G,Venetoclax,1.942848,nervous_system,glioma,Apoptosis regulation
CVCL_2057,HCC15,Pevonedistat,0.3436679999999999,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Other
CVCL_1300,HuP-T4,MK-8776,4.515656,pancreas,pancreas,Cell cycle
CVCL_1775,TUR,MN-64,4.161033,lymphoma,B_cell_lymphoma,WNT signaling
CVCL_1345,Kuramochi,Teniposide,2.40657,urogenital_system,ovary,DNA replication
CVCL_0017,U-698-M,CDK9_5576,-2.736445,leukemia,B_cell_leukemia,Cell cycle
CVCL_3935,OVCA420,Irinotecan,6.196727,urogenital_system,ovary,DNA replication
CVCL_1408,MFM-223,PAK_5339,3.0263150000000003,breast,breast,Cytoskeleton
CVCL_0336,Huh-7,Buparlisib,2.188732,digestive_system,liver,PI3K/MTOR signaling
CVCL_2213,TC-71,Rapamycin,-2.0514,bone,ewings_sarcoma,PI3K/MTOR signaling
CVCL_1883,RC-K8,Wee1 Inhibitor,0.1278239999999999,lymphoma,B_cell_lymphoma,Cell cycle
CVCL_1208,EW-1,OF-1,3.31711,bone,ewings_sarcoma,Chromatin histone acetylation
CVCL_T023,CS-1 [Human chondrosarcoma],I-BRD9,4.43939,bone,bone_other,Chromatin other
CVCL_0093,RS4;11,Fulvestrant,2.775048161324865,leukemia,leukemia,Hormone-related
CVCL_2104,LOU-NH91,AZD5582,3.859061,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_1154,D-263MG,AZ6102,3.125318,nervous_system,glioma,WNT signaling
CVCL_1495,NCI-H1792,Cytarabine,1.257351,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1557,NCI-H322M,Acetalax,4.750198,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_1488,NCI-H1693,Bortezomib,-5.518695,lung_NSCLC,lung_NSCLC_adenocarcinoma,Protein stability and degradation
CVCL_3728,JSC-1,OTX015,0.630523,lymphoma,B_cell_lymphoma,Chromatin other
CVCL_1845,PaTu 8902,Camptothecin,-0.913501,pancreas,pancreas,DNA replication
CVCL_2986,KMRC-20,Dabrafenib,4.460921,kidney,kidney,ERK MAPK signaling
CVCL_1731,SW900,Niraparib,5.99038,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Genome integrity
CVCL_1775,TUR,Nelarabine,3.2932,lymphoma,B_cell_lymphoma,DNA replication
CVCL_1208,EW-1,WEHI-539,2.894584,bone,ewings_sarcoma,Apoptosis regulation
CVCL_1866,KOPN-8,AZ960,-0.544531,leukemia,B_cell_leukemia,"Other, kinases"
CVCL_1456,NCI-H1155,Ruxolitinib,4.710515,lung_NSCLC,lung_NSCLC_large cell,"Other, kinases"
CVCL_1062,A3/Kawakami,Nutlin-3a (-),0.4017239999999999,lymphoma,B_cell_lymphoma,p53 pathway
CVCL_1543,NCI-H2228,MK-1775,1.297273,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cell cycle
CVCL_1341,KP-N-YN,Eg5_9814,-1.896938,neuroblastoma,neuroblastoma,Other
CVCL_1198,ES1,Irinotecan,-0.746348,bone,ewings_sarcoma,DNA replication
CVCL_T023,CS-1 [Human chondrosarcoma],BPD-00008900,3.581828,bone,bone_other,Other
CVCL_0580,WM35,OTX015,3.673106,skin,melanoma,Chromatin other
CVCL_2673,OV56,GSK2578215A,5.55846,urogenital_system,ovary,"Other, kinases"
CVCL_1072,ARH-77,Gemcitabine,-5.217415,myeloma,myeloma,DNA replication
CVCL_2112,MFE-319,AZD5363,2.283499,urogenital_system,endometrium,"Other, kinases"
CVCL_1100,Ca Ski,GSK343,3.167218,urogenital_system,cervix,Chromatin histone methylation
CVCL_0317,HT-1080,Pevonedistat,0.046706,soft_tissue,fibrosarcoma,Other
CVCL_1222,GA-10,Ibrutinib,1.207509,lymphoma,Burkitt_lymphoma,"Other, kinases"
CVCL_1726,SW684,Erlotinib,4.622737,soft_tissue,fibrosarcoma,EGFR signaling
CVCL_1500,NCI-H1869,AZD5153,2.7964900000000004,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Chromatin other
CVCL_1547,NCI-H23,Lapatinib,4.925589,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_0290,HCC1937,Luminespib,-2.241673,breast,breast,Protein stability and degradation
CVCL_1079,BC-1,XAV939,4.419979,lymphoma,B_cell_lymphoma,WNT signaling
CVCL_1317,Jiyoye,AT13148,2.974072,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1442,SJNB-12,Gefitinib,3.275744,neuroblastoma,neuroblastoma,EGFR signaling
CVCL_1087,BL-41,Teniposide,-2.831075,lymphoma,Burkitt_lymphoma,DNA replication
CVCL_1818,Granta-519,GSK2578215A,5.848604,lymphoma,B_cell_lymphoma,"Other, kinases"
CVCL_1352,KYSE-410,PLX-4720,6.618061999999999,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_0026,Capan-2,Podophyllotoxin bromide,0.692738,unknown,unknown,Unclassified
CVCL_1403,Mel JuSo,Vinblastine,-0.664078,skin,melanoma,Mitosis
CVCL_2661,OE21,AZD4547,3.266132,aero_dig_tract,oesophagus,RTK signaling
CVCL_1155,D283 Med,IAP_5620,4.716059,nervous_system,medulloblastoma,Other
CVCL_0359,J82,Teniposide,2.485806,urogenital_system,Bladder,DNA replication
CVCL_1629,OVCAR-8,BMS-536924,2.275599,urogenital_system,ovary,IGF1R signaling
CVCL_1334,KMS-12-BM,AZD4547,0.7086379999999999,myeloma,myeloma,RTK signaling
CVCL_1647,RCC10RGB,AGI-5198,4.783741,kidney,kidney,Metabolism
CVCL_L911,ME1,Mitoxantrone,2.324939,leukemia,acute_myeloid_leukaemia,DNA replication
CVCL_0619,MDA-MB-330,Oxaliplatin,5.792526268864688,breast,breast,DNA replication
CVCL_1055,A-427,TAF1_5496,1.700303,lung_NSCLC,lung_NSCLC_not specified,Other
CVCL_1334,KMS-12-BM,GSK343,0.9365210000000002,myeloma,myeloma,Chromatin histone methylation
CVCL_1081,BE-13,Carmustine,4.233839,leukemia,lymphoblastic_leukemia,DNA replication
CVCL_1735,SU-DHL-5,Temozolomide,4.518286,lymphoma,B_cell_lymphoma,DNA replication
CVCL_1705,SN12C,Osimertinib,2.448266,kidney,kidney,EGFR signaling
CVCL_1654,RERF-LC-KJ,Crizotinib,3.730537,lung_NSCLC,lung_NSCLC_adenocarcinoma,RTK signaling
CVCL_2235,VCaP,Telomerase Inhibitor IX,0.524849,urogenital_system,prostate,Genome integrity
CVCL_1096,C2BBe1,WZ4003,4.294762,large_intestine,large_intestine,"Other, kinases"
CVCL_1649,RD,Zoledronate,2.733514,soft_tissue,rhabdomyosarcoma,Unclassified
CVCL_1571,NCI-H596,ERK_2440,1.756678,lung_NSCLC,lung_NSCLC_adenocarcinoma,ERK MAPK signaling
CVCL_1764,TE-5,P22077,6.075608,aero_dig_tract,oesophagus,Protein stability and degradation
CVCL_1715,SW1088,Palbociclib,3.045461,nervous_system,glioma,Cell cycle
CVCL_0426,MG-63,PCI-34051,5.448007,bone,osteosarcoma,Chromatin histone acetylation
CVCL_1112,CAL-62,ULK1_4989,2.268142,thyroid,thyroid,"Other, kinases"
CVCL_1675,SAS,MK-1775,-0.5585359999999998,aero_dig_tract,head and neck,Cell cycle
CVCL_3008,LC-1/sq,Vorinostat,1.594157,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Chromatin histone acetylation
CVCL_2195,SK-GT-4,Alisertib,5.603197,aero_dig_tract,oesophagus,Mitosis
CVCL_1587,NCI-H747,AZ960,2.403047,large_intestine,large_intestine,"Other, kinases"
CVCL_0132,A-375,Topotecan,-2.028824,skin,melanoma,DNA replication
CVCL_8792,MM1.S,WIKI4,2.104622,myeloma,myeloma,WNT signaling
CVCL_1737,TC-YIK,MN-64,4.488493,urogenital_system,cervix,WNT signaling
CVCL_2418,COR-L95,AT13148,3.97409,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_0832,Hs 633.T,EPZ5676,4.8681790000000005,unknown,unknown,Chromatin histone methylation
CVCL_1328,KINGS-1,Pictilisib,2.1616150000000003,nervous_system,glioma,PI3K/MTOR signaling
CVCL_0062,MDA-MB-231,AZ960,2.094306,breast,breast,"Other, kinases"
CVCL_1705,SN12C,Savolitinib,3.959329,kidney,kidney,RTK signaling
CVCL_6895,DiFi,Crizotinib,3.479417,unknown,unknown,RTK signaling
CVCL_1079,BC-1,Epirubicin,-2.772673,lymphoma,B_cell_lymphoma,DNA replication
CVCL_1619,OCI-AML-2,Vinorelbine,-4.931838,leukemia,acute_myeloid_leukaemia,Mitosis
CVCL_1327,KE-37,Cisplatin,0.4155999999999999,leukemia,lymphoblastic_leukemia,DNA replication
CVCL_1284,HO-1-N-1,CDK9_5038,-3.743459,aero_dig_tract,head and neck,Cell cycle
CVCL_A532,NCI-H2369,Niraparib,6.235851,unknown,unknown,Genome integrity
CVCL_1403,Mel JuSo,PAK_5339,2.96425,skin,melanoma,Cytoskeleton
CVCL_1252,HCC1428,Gallibiscoquinazole,3.171976,breast,breast,Unclassified
CVCL_0243,DAN-G,IGF1R_3801,1.861624,pancreas,pancreas,IGF1R signaling
CVCL_0036,RT-4,AZD2014,1.046496,urogenital_system,Bladder,PI3K/MTOR signaling
CVCL_2030,EJM,Dactolisib,-1.635895,myeloma,lymphoid_neoplasm other,PI3K/MTOR signaling
CVCL_1711,SR,LJI308,4.039446,lymphoma,lymphoid_neoplasm other,PI3K/MTOR signaling
CVCL_1657,RF-48,ML323,3.418696,digestive_system,stomach,Protein stability and degradation
CVCL_1350,KYSE-270,Ulixertinib,3.118606059334994,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_2310,BICR 22,WEHI-539,2.0508900000000003,aero_dig_tract,head and neck,Apoptosis regulation
CVCL_JM46,PL18,WEHI-539,3.237644,pancreas,pancreas,Apoptosis regulation
CVCL_1496,NCI-H1793,GDC0810,6.662186,lung_NSCLC,lung_NSCLC_adenocarcinoma,Hormone-related
CVCL_1784,UMC-11,Wnt-C59,3.680428,lung_NSCLC,lung_NSCLC_carcinoid,WNT signaling
CVCL_1469,NCI-H1417,Cytarabine,-3.067551,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_2960,IHH-4,Vinorelbine,-4.784924,thyroid,thyroid,Mitosis
CVCL_1343,KS-1 [Human glioblastoma],IAP_5620,5.791092,nervous_system,glioma,Other
CVCL_1600,NCI-H929,Vinorelbine,-4.938989,myeloma,myeloma,Mitosis
CVCL_1113,CAL-72,Fludarabine,3.818439,bone,osteosarcoma,Unclassified
CVCL_1150,CTV-1,PD173074,1.742093,leukemia,acute_myeloid_leukaemia,RTK signaling
CVCL_1768,TGBC11TKB,P22077,5.282652,digestive_system,stomach,Protein stability and degradation
CVCL_2067,HDQ-P1,AZD6738,1.017821,breast,breast,Genome integrity
CVCL_1332,KMOE-2,Osimertinib,1.56238,leukemia,acute_myeloid_leukaemia,EGFR signaling
CVCL_0419,MDA-MB-468,MIM1,3.143454,breast,breast,Apoptosis regulation
CVCL_1765,TE-6,Sorafenib,2.343427,aero_dig_tract,oesophagus,"Other, kinases"
CVCL_0618,MDA-MB-157,Gefitinib,4.032564,breast,breast,EGFR signaling
CVCL_2788,JHH-6,MK-8776,5.315717,digestive_system,liver,Cell cycle
CVCL_2310,BICR 22,MIRA-1,4.892492,aero_dig_tract,head and neck,p53 pathway
CVCL_1448,NB69,MK-2206,3.44831,neuroblastoma,neuroblastoma,PI3K/MTOR signaling
CVCL_3110,OVKATE,Oxaliplatin,7.464277,urogenital_system,ovary,DNA replication
CVCL_1101,CA46,GSK343,1.836518,lymphoma,Burkitt_lymphoma,Chromatin histone methylation
CVCL_1559,NCI-H358,CDK9_5576,-0.512788,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cell cycle
CVCL_1679,SBC-5,MK-2206,3.299977,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_1049,647V,Lapatinib,4.20406,urogenital_system,Bladder,EGFR signaling
CVCL_1581,NCI-H716,Dactinomycin,-3.034100428079832,large_intestine,large_intestine,Other
CVCL_1500,NCI-H1869,AMG-319,6.20765,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,PI3K/MTOR signaling
CVCL_2078,JJN-3,Telomerase Inhibitor IX,-0.277988,myeloma,haematopoietic_neoplasm other,Genome integrity
CVCL_1416,MKN28,Gemcitabine,3.145055,digestive_system,stomach,DNA replication
CVCL_0623,MDA-MB-436,Talazoparib,3.793542,breast,breast,Genome integrity
CVCL_1051,786-O,Trametinib,0.686185,kidney,kidney,ERK MAPK signaling
CVCL_1524,NCI-H2087,AZD6738,3.4730410000000003,lung_NSCLC,lung_NSCLC_adenocarcinoma,Genome integrity
CVCL_1798,42-MG-BA,MIM1,1.846511,nervous_system,glioma,Apoptosis regulation
CVCL_1441,SJNB-10,Entospletinib,3.2022310000000003,neuroblastoma,neuroblastoma,"Other, kinases"
CVCL_1136,COLO 824,Zoledronate,3.899543,breast,breast,Unclassified
CVCL_1113,CAL-72,I-BRD9,3.5596870000000003,bone,osteosarcoma,Chromatin other
CVCL_1251,HCC1419,Mirin,5.461932,breast,breast,Genome integrity
CVCL_3770,OVK18,Taselisib,1.819012,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_C757,PCI-30,Taselisib,3.042003,aero_dig_tract,head and neck,PI3K/MTOR signaling
CVCL_1725,SW626,AZD5991,5.624596,urogenital_system,ovary,Apoptosis regulation
CVCL_2195,SK-GT-4,YK-4-279,3.790677,aero_dig_tract,oesophagus,Other
CVCL_1440,NB1,EPZ5676,6.907407000000001,neuroblastoma,neuroblastoma,Chromatin histone methylation
CVCL_1724,SW48,Pevonedistat,-0.7151770000000001,large_intestine,large_intestine,Other
CVCL_1176,DMS 273,Irinotecan,2.32828,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1525,NCI-H209,Dactolisib,-3.527393,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_1439,Mo,Afuresertib,2.777348,leukemia,hairy_cell_leukaemia,PI3K/MTOR signaling
CVCL_0618,MDA-MB-157,Dabrafenib,6.511712999999999,breast,breast,ERK MAPK signaling
CVCL_ZA06,WT2-iPS,LCL161,6.019897,skin,melanoma,Apoptosis regulation
CVCL_1226,GaMG,MK-2206,2.2644330000000004,nervous_system,glioma,PI3K/MTOR signaling
CVCL_1581,NCI-H716,Alisertib,1.2085629999999998,large_intestine,large_intestine,Mitosis
CVCL_1319,JVM-2,GSK2578215A,4.782263,lymphoma,lymphoid_neoplasm other,"Other, kinases"
CVCL_1331,KM12,5-Fluorouracil,2.486282,large_intestine,large_intestine,Other
CVCL_1235,GP5d,AGI-5198,4.184163,large_intestine,large_intestine,Metabolism
CVCL_0134,A2780,Rapamycin,-2.488776,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_1405,MFE-280,Niraparib,4.370182,urogenital_system,endometrium,Genome integrity
CVCL_1347,KYSE-140,Dabrafenib,4.718879,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_1559,NCI-H358,Zoledronate,4.762046,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_1291,HT-1197,AZD4547,4.390322,urogenital_system,Bladder,RTK signaling
CVCL_0334,Hs 766T,AZD7762,-0.4774509999999999,unknown,unknown,Cell cycle
CVCL_1982,CL-40,P22077,4.429478,large_intestine,large_intestine,Protein stability and degradation
CVCL_1619,OCI-AML-2,Dihydrorotenone,0.1804109999999999,leukemia,acute_myeloid_leukaemia,Unclassified
CVCL_1638,Panc 08.13,Dasatinib,3.926498000000001,pancreas,pancreas,"Other, kinases"
CVCL_1249,HCC1395,Afuresertib,0.707824,breast,breast,PI3K/MTOR signaling
CVCL_1377,LK-2,Ipatasertib,4.405498000000001,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,PI3K/MTOR signaling
CVCL_0207,CCRF-CEM,Teniposide,-3.034703,leukemia,lymphoblastic_leukemia,DNA replication
CVCL_2914,HARA [Human squamous cell lung carcinoma],Afatinib,0.600643,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,EGFR signaling
CVCL_1138,COR-L105,Sepantronium bromide,-3.840004,lung_NSCLC,lung_NSCLC_adenocarcinoma,Apoptosis regulation
CVCL_1683,SCC-3,GSK1904529A,3.4830970000000003,lymphoma,B_cell_lymphoma,IGF1R signaling
CVCL_0152,AsPC-1,Lapatinib,5.072638,pancreas,pancreas,EGFR signaling
CVCL_2412,COR-L311,TAF1_5496,2.179848,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_1600,NCI-H929,MIM1,2.831269,myeloma,myeloma,Apoptosis regulation
CVCL_1734,SW982,Luminespib,-4.171145,soft_tissue,soft_tissue_other,Protein stability and degradation
CVCL_2956,HuH-1,Afuresertib,4.039796,digestive_system,liver,PI3K/MTOR signaling
CVCL_1056,A-498,LJI308,5.454399,kidney,kidney,PI3K/MTOR signaling
CVCL_0237,Capan-1,IWP-2,3.357178,pancreas,pancreas,WNT signaling
CVCL_1683,SCC-3,Nelarabine,4.887387,lymphoma,B_cell_lymphoma,DNA replication
CVCL_3172,SUIT-2,MIRA-1,7.334650999999999,pancreas,pancreas,p53 pathway
CVCL_1543,NCI-H2228,AZD2014,1.456659,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_0832,Hs 633.T,Lapatinib,1.900552,unknown,unknown,EGFR signaling
CVCL_2761,WIL2 NS,GSK343,2.2539580000000004,lymphoma,lymphoid_neoplasm other,Chromatin histone methylation
CVCL_2520,HT115,Sabutoclax,0.8508120000000001,large_intestine,large_intestine,Apoptosis regulation
CVCL_1073,ATN-1,IAP_5620,3.281789,leukemia,lymphoblastic_T_cell_leukaemia,Other
CVCL_1531,NCI-H2122,PLX-4720,3.184837,lung_NSCLC,lung_NSCLC_adenocarcinoma,ERK MAPK signaling
CVCL_0632,SW948,Telomerase Inhibitor IX,2.469326,large_intestine,large_intestine,Genome integrity
CVCL_1524,NCI-H2087,Dactolisib,-0.632925,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_0399,LoVo,Entinostat,1.743904,large_intestine,large_intestine,Chromatin histone acetylation
CVCL_1083,BFTC-905,Rapamycin,-3.023505,urogenital_system,Bladder,PI3K/MTOR signaling
CVCL_1798,42-MG-BA,Dactinomycin,-3.616751935690295,nervous_system,glioma,Other
