cellosaurus_id,CELL_LINE_NAME,DRUG_NAME,LN_IC50,CELL_LINE_TISSUE_1,CELL_LINE_TISSUE_2,DRUG_TARGET_PATHWAY
CVCL_1590,NCI-H810,BDP-00009066,2.0440240000000003,lung_NSCLC,lung_NSCLC_large cell,Cytoskeleton
CVCL_1353,KYSE-450,Osimertinib,-0.7111890000000001,aero_dig_tract,oesophagus,EGFR signaling
CVCL_1511,NCI-H1975,PRIMA-1MET,3.618357,lung_NSCLC,lung_NSCLC_adenocarcinoma,p53 pathway
CVCL_0013,MOLT-4,LY2109761,4.88998,leukemia,lymphoblastic_leukemia,Other
CVCL_1217,EW-7,Sabutoclax,-1.281899,bone,ewings_sarcoma,Apoptosis regulation
CVCL_0004,K-562,Gallibiscoquinazole,2.825632,leukemia,chronic_myeloid_leukaemia,Unclassified
CVCL_2413,COR-L32,MK-2206,0.811824,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_0312,HOS,Obatoclax Mesylate,1.278311,bone,osteosarcoma,Apoptosis regulation
CVCL_1495,NCI-H1792,Mitoxantrone,-1.7556459999999998,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_1779,UACC-257,Epirubicin,-0.482963,skin,melanoma,DNA replication
CVCL_0099,SNU-1,Pictilisib,2.107581,unknown,unknown,PI3K/MTOR signaling
CVCL_0026,Capan-2,Dactolisib,1.363761,unknown,unknown,PI3K/MTOR signaling
CVCL_1591,NCI-H82,Venetoclax,1.94879,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_0832,Hs 633.T,UMI-77,1.681023,unknown,unknown,Apoptosis regulation
CVCL_1405,MFE-280,5-Fluorouracil,5.6739180000000005,urogenital_system,endometrium,Other
CVCL_1331,KM12,BMS-345541,5.196566000000001,large_intestine,large_intestine,Other
CVCL_A570,NCI-H513,Sinularin,4.010621,unknown,unknown,Unclassified
CVCL_1186,EB2,Buparlisib,0.7894240000000001,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1298,HuO9,Sinularin,3.729741,bone,osteosarcoma,Unclassified
CVCL_1689,SF268,AZD5991,6.069803,nervous_system,glioma,Apoptosis regulation
CVCL_1786,VM-CUB-1,I-BRD9,3.972249,urogenital_system,Bladder,Chromatin other
CVCL_0202,Caov-4,AZD4547,1.960494,urogenital_system,ovary,RTK signaling
CVCL_1187,EC-GI-10,Uprosertib,1.34433524321618,aero_dig_tract,oesophagus,PI3K/MTOR signaling
CVCL_1174,DMS 114,ML323,4.454103,lung_SCLC,lung_small_cell_carcinoma,Protein stability and degradation
CVCL_1282,HMV-II,VSP34_8731,2.9441,skin,melanoma,Other
CVCL_1239,H4,AGI-6780,4.116166000000001,nervous_system,glioma,Metabolism
CVCL_1266,HCC2998,EPZ5676,4.669775,large_intestine,large_intestine,Chromatin histone methylation
CVCL_1485,NCI-H1666,5-Fluorouracil,4.88671,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_0040,WM115,AZD1332,4.758764,skin,melanoma,RTK signaling
CVCL_1566,NCI-H520,AZD5991,6.120054,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_1776,TYK-nu,Zoledronate,2.471581,urogenital_system,ovary,Unclassified
CVCL_1205,ESS-1,OTX015,2.2977990000000004,urogenital_system,endometrium,Chromatin other
CVCL_1603,NCI-N87,AZD5582,1.985,digestive_system,stomach,Apoptosis regulation
CVCL_1287,HSC-2,AZD5438,0.90984,aero_dig_tract,head and neck,Cell cycle
CVCL_1845,PaTu 8902,Wee1 Inhibitor,3.138676,pancreas,pancreas,Cell cycle
CVCL_1712,ST486,AZD5582,0.460287,lymphoma,Burkitt_lymphoma,Apoptosis regulation
CVCL_3509,ES-2,LGK974,4.762,urogenital_system,ovary,WNT signaling
CVCL_1397,MC/CAR,Entinostat,0.598766,myeloma,haematopoietic_neoplasm other,Chromatin histone acetylation
CVCL_0400,M059J,WIKI4,2.871815,nervous_system,glioma,WNT signaling
CVCL_1569,NCI-H526,Gefitinib,2.617058,lung_SCLC,lung_small_cell_carcinoma,EGFR signaling
CVCL_1302,IA-LM,Zoledronate,4.320525,lung_NSCLC,lung_NSCLC_large cell,Unclassified
CVCL_1609,NOMO-1,VX-11e,2.041888,leukemia,acute_myeloid_leukaemia,ERK MAPK signaling
CVCL_1238,H-EMC-SS,BMS-536924,1.458817,bone,chondrosarcoma,IGF1R signaling
CVCL_1327,KE-37,GSK2606414,1.486267,leukemia,lymphoblastic_leukemia,Metabolism
CVCL_0471,OE33,5-Fluorouracil,2.924891,aero_dig_tract,oesophagus,Other
CVCL_0080,A-673,Staurosporine,-2.435054,soft_tissue,rhabdomyosarcoma,RTK signaling
CVCL_2960,IHH-4,Vincristine,-4.036836,thyroid,thyroid,Mitosis
CVCL_2856,ASH-3,Uprosertib,3.630313642574384,thyroid,thyroid,PI3K/MTOR signaling
CVCL_1183,DU4475,Zoledronate,2.615346,breast,breast,Unclassified
CVCL_2078,JJN-3,Olaparib,3.29354,myeloma,haematopoietic_neoplasm other,Genome integrity
CVCL_0761,Hs 445,Sepantronium bromide,-5.068153,lymphoma,Hodgkin_lymphoma,Apoptosis regulation
CVCL_1247,HCC1187,Ribociclib,4.023289,breast,breast,Cell cycle
CVCL_1718,SW1463,PRIMA-1MET,3.980655000000001,large_intestine,large_intestine,p53 pathway
CVCL_0630,SK-MES-1,LCL161,5.417715,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_0032,SiHa,Dinaciclib,-2.556153,urogenital_system,cervix,Cell cycle
CVCL_0542,SW13,ULK1_4989,1.330271,kidney,adrenal_gland,"Other, kinases"
CVCL_0599,SK-MEL-24,Telomerase Inhibitor IX,2.5173080000000003,skin,melanoma,Genome integrity
CVCL_2788,JHH-6,Wnt-C59,4.172769000000001,digestive_system,liver,WNT signaling
CVCL_6473,WM278,Palbociclib,5.403221,skin,melanoma,Cell cycle
CVCL_0080,A-673,Podophyllotoxin bromide,-1.769057,soft_tissue,rhabdomyosarcoma,Unclassified
CVCL_1270,HCC70,LGK974,2.796173,breast,breast,WNT signaling
CVCL_1902,WSU-DLCL2,Osimertinib,0.561291,lymphoma,B_cell_lymphoma,EGFR signaling
CVCL_1647,RCC10RGB,JAK_8517,6.031482,kidney,kidney,"Other, kinases"
CVCL_3169,VL51,RVX-208,2.788324,lymphoma,B_cell_lymphoma,Chromatin other
CVCL_1228,GCIY,JAK1_8709,3.970761,digestive_system,stomach,"Other, kinases"
CVCL_1419,MLMA,OTX015,0.3170079999999999,leukemia,hairy_cell_leukaemia,Chromatin other
CVCL_1725,SW626,GSK2578215A,5.515105,urogenital_system,ovary,"Other, kinases"
CVCL_3116,OVISE,Olaparib,5.239627,urogenital_system,ovary,Genome integrity
CVCL_0418,MDA-MB-453,PLX-4720,4.942297,breast,breast,ERK MAPK signaling
CVCL_0092,NALM-6,Sepantronium bromide,-5.917905,leukemia,B_cell_leukemia,Apoptosis regulation
CVCL_0028,AN3-CA,NVP-ADW742,3.6354,urogenital_system,endometrium,IGF1R signaling
CVCL_0609,Calu-3,AZD3759,3.217587,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_8792,MM1.S,ML323,2.946128,myeloma,myeloma,Protein stability and degradation
CVCL_5991,JHU-022,RVX-208,5.508262,aero_dig_tract,head and neck,Chromatin other
CVCL_1132,COLO 684,Sinularin,2.560984,urogenital_system,endometrium,Unclassified
CVCL_1625,OPM-2,Obatoclax Mesylate,1.563651,myeloma,myeloma,Apoptosis regulation
CVCL_1448,NB69,MIRA-1,4.826386,neuroblastoma,neuroblastoma,p53 pathway
CVCL_1584,NCI-H727,Palbociclib,3.231049,lung_NSCLC,lung_NSCLC_carcinoid,Cell cycle
CVCL_0419,MDA-MB-468,Alpelisib,3.974175,breast,breast,PI3K/MTOR signaling
CVCL_1231,GI-1,Picolinici-acid,4.982662,nervous_system,glioma,Other
CVCL_3087,OSC-20,YK-4-279,3.353039,aero_dig_tract,head and neck,Other
CVCL_1819,VAL,Staurosporine,-4.176804,lymphoma,B_cell_lymphoma,RTK signaling
CVCL_1074,AU565,Staurosporine,-2.727706,breast,breast,RTK signaling
CVCL_1146,CPC-N,AZD5991,4.845926,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_1096,C2BBe1,Staurosporine,-0.4865239999999999,large_intestine,large_intestine,RTK signaling
CVCL_0434,MKN45,VSP34_8731,1.581231,digestive_system,stomach,Other
CVCL_0312,HOS,LCL161,4.812588,bone,osteosarcoma,Apoptosis regulation
CVCL_1639,Panc 10.05,PAK_5339,1.959705,pancreas,pancreas,Cytoskeleton
CVCL_2914,HARA [Human squamous cell lung carcinoma],JAK1_8709,3.898884,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,"Other, kinases"
CVCL_2784,HO-1-u-1,Taselisib,-1.311663,aero_dig_tract,head and neck,PI3K/MTOR signaling
CVCL_2022,DND-41,MN-64,3.614293,leukemia,T_cell_leukemia,WNT signaling
CVCL_1656,RERF-LC-Sq1,Osimertinib,-0.150023,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,EGFR signaling
CVCL_2092,Kelly,I-BET-762,3.74118,neuroblastoma,neuroblastoma,Chromatin other
CVCL_1219,FTC-133,JAK1_8709,4.349586,thyroid,thyroid,"Other, kinases"
CVCL_1631,P30/OHK,Dinaciclib,-3.887807,leukemia,lymphoblastic_leukemia,Cell cycle
CVCL_1239,H4,WIKI4,3.4757260000000003,nervous_system,glioma,WNT signaling
CVCL_2213,TC-71,RVX-208,3.36811,bone,ewings_sarcoma,Chromatin other
CVCL_1562,NCI-H446,Pevonedistat,2.9192400000000003,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_1045,22Rv1,5-Fluorouracil,2.478859,urogenital_system,prostate,Other
CVCL_1615,OAW42,BDP-00009066,6.124661,urogenital_system,ovary,Cytoskeleton
CVCL_1297,HuO-3N1,Pictilisib,1.80237,bone,osteosarcoma,PI3K/MTOR signaling
CVCL_1259,HCC1954,Afuresertib,1.627331,breast,breast,PI3K/MTOR signaling
CVCL_1375,LCLC-103H,IGF1R_3801,0.487571,lung_NSCLC,lung_NSCLC_large cell,IGF1R signaling
CVCL_3152,RERF-GC-1B,VSP34_8731,2.677197,digestive_system,stomach,Other
CVCL_1731,SW900,EPZ5676,6.106913,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Chromatin histone methylation
CVCL_1768,TGBC11TKB,Leflunomide,4.392946,digestive_system,stomach,DNA replication
CVCL_1683,SCC-3,Taselisib,3.292588,lymphoma,B_cell_lymphoma,PI3K/MTOR signaling
CVCL_1350,KYSE-270,MIRA-1,5.306315000000001,aero_dig_tract,oesophagus,p53 pathway
CVCL_1249,HCC1395,GDC0810,5.534612999999999,breast,breast,Hormone-related
CVCL_1622,OE19,ERK_2440,5.017766,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_2208,SUP-HD1,Cediranib,3.454299,lymphoma,Hodgkin_lymphoma,RTK signaling
CVCL_A533,NCI-H2373,LGK974,5.596295,unknown,unknown,WNT signaling
CVCL_1371,LB996-RCC,PLX-4720,2.8988970000000003,kidney,kidney,ERK MAPK signaling
CVCL_1233,GMS-10,IGF1R_3801,-0.479966,nervous_system,glioma,IGF1R signaling
CVCL_1584,NCI-H727,Sepantronium bromide,-3.010756,lung_NSCLC,lung_NSCLC_carcinoid,Apoptosis regulation
CVCL_5031,SNU-175,JAK_8517,2.057404,large_intestine,large_intestine,"Other, kinases"
CVCL_1087,BL-41,P22077,3.3631050000000005,lymphoma,Burkitt_lymphoma,Protein stability and degradation
CVCL_1821,Karpas-1106P,Temozolomide,4.923080000000001,lymphoma,B_cell_lymphoma,DNA replication
CVCL_1185,EB3 [Human Burkitt lymphoma],AZD1332,4.662107,lymphoma,Burkitt_lymphoma,RTK signaling
CVCL_1505,NCI-H1915,VSP34_8731,1.91003,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_1303,IGR-1,Oxaliplatin,4.694321810183925,skin,melanoma,DNA replication
CVCL_U995,NCI-H2731,Vorinostat,1.680027,unknown,unknown,Chromatin histone acetylation
CVCL_0397,LS180,YK-4-279,3.4991769999999995,large_intestine,large_intestine,Other
CVCL_0399,LoVo,Erlotinib,0.8472059999999999,large_intestine,large_intestine,EGFR signaling
CVCL_1779,UACC-257,Venetoclax,3.059802,skin,melanoma,Apoptosis regulation
CVCL_1656,RERF-LC-Sq1,Bortezomib,-4.535181,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Protein stability and degradation
CVCL_1612,NUGC-3,Entospletinib,3.298257,digestive_system,stomach,"Other, kinases"
CVCL_0237,Capan-1,AZD1208,6.551726,pancreas,pancreas,"Other, kinases"
CVCL_1505,NCI-H1915,Rapamycin,-1.458662,lung_NSCLC,lung_NSCLC_large cell,PI3K/MTOR signaling
CVCL_3216,TK [Human B-cell lymphoma],Obatoclax Mesylate,1.699418,lymphoma,B_cell_lymphoma,Apoptosis regulation
CVCL_2104,LOU-NH91,EPZ004777,5.47834,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Chromatin histone methylation
CVCL_1691,SF539,IRAK4_4710,4.340852,nervous_system,glioma,"Other, kinases"
CVCL_1101,CA46,Nutlin-3a (-),4.874509,lymphoma,Burkitt_lymphoma,p53 pathway
CVCL_1624,ONS-76,AZ960,2.2021900000000003,nervous_system,medulloblastoma,"Other, kinases"
CVCL_1783,UM-UC-3,Docetaxel,-4.252185,urogenital_system,Bladder,Mitosis
CVCL_1070,AM-38,Pevonedistat,-0.0485149999999999,nervous_system,glioma,Other
CVCL_1245,HCC1143,Docetaxel,-1.2168367439829564,breast,breast,Mitosis
CVCL_1180,DOK,AZD7762,-0.023937,aero_dig_tract,head and neck,Cell cycle
CVCL_1427,MPP 89,ERK_2440,3.175208,lung,mesothelioma,ERK MAPK signaling
CVCL_0209,CESS,VSP34_8731,1.295051,leukemia,acute_myeloid_leukaemia,Other
CVCL_1616,OC 314,YK-4-279,0.59059,urogenital_system,ovary,Other
CVCL_GP63,U-87MG Uppsala,MK-1775,2.964692,nervous_system,glioma,Cell cycle
CVCL_0099,SNU-1,AZD4547,0.659749,unknown,unknown,RTK signaling
CVCL_1235,GP5d,UMI-77,4.4877080000000005,large_intestine,large_intestine,Apoptosis regulation
CVCL_2788,JHH-6,AZD6738,5.781203,digestive_system,liver,Genome integrity
CVCL_1216,EW-3,BPD-00008900,3.9426,bone,ewings_sarcoma,Other
CVCL_1561,NCI-H441,Alisertib,6.605817999999999,lung_NSCLC,lung_NSCLC_adenocarcinoma,Mitosis
CVCL_2310,BICR 22,AZD1208,5.616784,aero_dig_tract,head and neck,"Other, kinases"
CVCL_1403,Mel JuSo,AZD5363,5.644303,skin,melanoma,"Other, kinases"
CVCL_1382,LS1034,Lapatinib,2.586636,large_intestine,large_intestine,EGFR signaling
CVCL_0040,WM115,AZD5438,2.097564,skin,melanoma,Cell cycle
CVCL_1641,PF-382,Elephantin,1.670103,leukemia,lymphoblastic_T_cell_leukaemia,Unclassified
CVCL_3174,T.T,Docetaxel,-5.768055,aero_dig_tract,oesophagus,Mitosis
CVCL_1417,MKN7,GDC0810,4.834107,digestive_system,stomach,Hormone-related
CVCL_1451,NCC-IT,PLX-4720,3.028083,urogenital_system,testis,ERK MAPK signaling
CVCL_1359,KYSE-220,GSK2606414,4.3360080000000005,aero_dig_tract,oesophagus,Metabolism
CVCL_0079,697,Vinblastine,-6.31924,leukemia,lymphoblastic_leukemia,Mitosis
CVCL_1083,BFTC-905,OF-1,3.546882,urogenital_system,Bladder,Chromatin histone acetylation
CVCL_1374,LC4-1,IGF1R_3801,3.4418580000000003,leukemia,lymphoblastic_leukemia,IGF1R signaling
CVCL_2956,HuH-1,AZD4547,3.193288,digestive_system,liver,RTK signaling
CVCL_2856,ASH-3,Dabrafenib,4.984508,thyroid,thyroid,ERK MAPK signaling
CVCL_1176,DMS 273,Cytarabine,0.764771,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_1291,HT-1197,PRT062607,4.561505,urogenital_system,Bladder,"Other, kinases"
CVCL_1051,786-O,MN-64,5.676383,kidney,kidney,WNT signaling
CVCL_0067,Namalwa,VX-11e,1.882836,lymphoma,Burkitt_lymphoma,ERK MAPK signaling
CVCL_1380,Loucy,AZ960,-0.1158529999999999,leukemia,lymphoblastic_T_cell_leukaemia,"Other, kinases"
CVCL_1238,H-EMC-SS,Linsitinib,2.972992,bone,chondrosarcoma,IGF1R signaling
CVCL_1060,A-253,Foretinib,1.879843,aero_dig_tract,head and neck,RTK signaling
CVCL_1306,IMR-5,Entospletinib,4.227737,neuroblastoma,neuroblastoma,"Other, kinases"
CVCL_1353,KYSE-450,PLX-4720,4.615935,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_A385,HSC-39,UMI-77,0.741117,digestive_system,stomach,Apoptosis regulation
CVCL_1795,YH-13,Sapitinib,3.819494,nervous_system,glioma,EGFR signaling
CVCL_1715,SW1088,AZD5363,1.223778,nervous_system,glioma,"Other, kinases"
CVCL_1794,YAPC,Wee1 Inhibitor,3.634194,pancreas,pancreas,Cell cycle
CVCL_0153,B-CPAP,Vorinostat,1.197437,unknown,unknown,Chromatin histone acetylation
CVCL_1258,HCC1806,Ulixertinib,2.279425261225649,breast,breast,ERK MAPK signaling
CVCL_1113,CAL-72,IRAK4_4710,4.564867,bone,osteosarcoma,"Other, kinases"
CVCL_1553,NCI-H2452,Sorafenib,3.464761,lung,mesothelioma,"Other, kinases"
CVCL_2034,EN,BMS-536924,4.5350980000000005,urogenital_system,endometrium,IGF1R signaling
CVCL_1684,SCC-4,PD0325901,0.0566469999999999,aero_dig_tract,head and neck,ERK MAPK signaling
CVCL_1370,LB831-BLC,ML323,4.565083,urogenital_system,Bladder,Protein stability and degradation
CVCL_1626,OS-RC-2,Topotecan,1.034999,kidney,kidney,DNA replication
CVCL_2206,SU-DHL-6,Crizotinib,0.8793239999999999,lymphoma,B_cell_lymphoma,RTK signaling
CVCL_3084,OCUM-1,Niraparib,3.197588,digestive_system,stomach,Genome integrity
CVCL_0040,WM115,Zoledronate,4.372262999999999,skin,melanoma,Unclassified
CVCL_1821,Karpas-1106P,Foretinib,0.8861379999999999,lymphoma,B_cell_lymphoma,RTK signaling
CVCL_1225,GAK,Buparlisib,1.368401,skin,melanoma,PI3K/MTOR signaling
CVCL_1557,NCI-H322M,Temozolomide,6.218329,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_1543,NCI-H2228,YK-4-279,3.47797,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1369,LB771-HNC,Sinularin,4.110645,aero_dig_tract,head and neck,Unclassified
CVCL_0621,MDA-MB-415,Fulvestrant,2.3074984451879232,breast,breast,Hormone-related
CVCL_2104,LOU-NH91,UMI-77,2.680286,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_A545,NCI-H2595,AZD5991,4.44716,unknown,unknown,Apoptosis regulation
CVCL_0008,Daudi,Eg5_9814,-3.210058,lymphoma,Burkitt_lymphoma,Other
CVCL_1113,CAL-72,Gemcitabine,-1.753238,bone,osteosarcoma,DNA replication
CVCL_1843,OACP4 C,Vinblastine,-4.053769,aero_dig_tract,oesophagus,Mitosis
CVCL_2785,JHH-1,Oxaliplatin,4.911657673672667,digestive_system,liver,DNA replication
CVCL_1176,DMS 273,Crizotinib,2.372638,lung_SCLC,lung_small_cell_carcinoma,RTK signaling
CVCL_1525,NCI-H209,NVP-ADW742,1.705711,lung_SCLC,lung_small_cell_carcinoma,IGF1R signaling
CVCL_1631,P30/OHK,AZD5363,2.779396,leukemia,lymphoblastic_leukemia,"Other, kinases"
CVCL_1106,CAL-148,SB216763,5.8110550000000005,breast,breast,WNT signaling
CVCL_0258,EoL-1,GSK2606414,-3.688072,leukemia,haematopoietic_neoplasm other,Metabolism
CVCL_1202,ES6,Alpelisib,2.008952,bone,ewings_sarcoma,PI3K/MTOR signaling
CVCL_0092,NALM-6,Obatoclax Mesylate,0.533375,leukemia,B_cell_leukemia,Apoptosis regulation
CVCL_1233,GMS-10,Vincristine,-1.973725,nervous_system,glioma,Mitosis
CVCL_1714,SUP-T1,JAK1_8709,3.012359,leukemia,lymphoblastic_T_cell_leukaemia,"Other, kinases"
CVCL_3007,KYM-1,Ibrutinib,3.864108,soft_tissue,rhabdomyosarcoma,"Other, kinases"
CVCL_1413,MHH-PREB-1,AZD4547,1.813791,leukemia,B_cell_leukemia,RTK signaling
CVCL_1245,HCC1143,GSK2606414,5.324214,breast,breast,Metabolism
CVCL_1525,NCI-H209,AT13148,3.425565,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_0126,5637,VX-11e,2.808092,urogenital_system,Bladder,ERK MAPK signaling
CVCL_1430,MSTO-211H,ABT737,0.541094,lung,mesothelioma,Apoptosis regulation
CVCL_1503,NCI-H1876,I-BET-762,5.257326,lung_SCLC,lung_small_cell_carcinoma,Chromatin other
CVCL_1730,SW872,Foretinib,1.4997200000000002,soft_tissue,soft_tissue_other,RTK signaling
CVCL_1776,TYK-nu,Cyclophosphamide,6.177326,urogenital_system,ovary,DNA replication
CVCL_0026,Capan-2,WIKI4,3.947572,unknown,unknown,WNT signaling
CVCL_1847,PaTu 8988t,AZD5153,0.120715,pancreas,pancreas,Chromatin other
CVCL_1052,8-MG-BA,Cediranib,1.859987,nervous_system,glioma,RTK signaling
CVCL_0511,Raji,Alisertib,0.823708,lymphoma,Burkitt_lymphoma,Mitosis
CVCL_1131,COLO 680N,Cytarabine,3.839582,aero_dig_tract,oesophagus,Other
CVCL_0630,SK-MES-1,BPD-00008900,5.661226999999999,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Other
CVCL_0366,SNU-423,AZ6102,2.1624220000000003,digestive_system,liver,WNT signaling
CVCL_1130,COLO 679,AZD5991,5.222818,skin,melanoma,Apoptosis regulation
CVCL_1169,DBTRG-05MG,Elephantin,7.453266,nervous_system,glioma,Unclassified
CVCL_3041,NB(TU)1,Vorinostat,0.7224189999999998,neuroblastoma,neuroblastoma,Chromatin histone acetylation
CVCL_1379,LNCaP clone FGC,Irinotecan,1.438682,urogenital_system,prostate,DNA replication
CVCL_3160,SAT [Human HNSCC],Ulixertinib,2.8819572847465533,aero_dig_tract,head and neck,ERK MAPK signaling
CVCL_1656,RERF-LC-Sq1,Dactinomycin,-2.297480151803978,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Other
CVCL_1654,RERF-LC-KJ,IAP_5620,-3.5078339999999995,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1074,AU565,AGI-5198,4.433441999999999,breast,breast,Metabolism
CVCL_6774,DOV13,Leflunomide,4.572247,urogenital_system,ovary,DNA replication
CVCL_1344,KU-19-19,PAK_5339,1.331138,urogenital_system,Bladder,Cytoskeleton
CVCL_0313,HPAF-II,ERK_6604,1.354167,pancreas,pancreas,ERK MAPK signaling
CVCL_0126,5637,PRIMA-1MET,4.020158,urogenital_system,Bladder,p53 pathway
CVCL_1070,AM-38,Fludarabine,5.192588,nervous_system,glioma,Unclassified
CVCL_0533,SK-UT-1,Temozolomide,4.785593,soft_tissue,soft_tissue_other,DNA replication
CVCL_0078,SNU-5,AZD4547,3.364347,unknown,unknown,RTK signaling
CVCL_1377,LK-2,Lapatinib,3.75093,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,EGFR signaling
CVCL_A543,NCI-H2591,Lapatinib,5.875783,unknown,unknown,EGFR signaling
CVCL_1064,A4/Fukuda,CDK9_5038,-4.433914,lymphoma,B_cell_lymphoma,Cell cycle
CVCL_2061,HCC78,Lapatinib,2.084131,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_1691,SF539,Pictilisib,0.7201999999999998,nervous_system,glioma,PI3K/MTOR signaling
CVCL_1126,CML-T1,Carmustine,4.732196,leukemia,chronic_myeloid_leukaemia,DNA replication
CVCL_1299,HuP-T3,AZD5991,4.842318,pancreas,pancreas,Apoptosis regulation
CVCL_1605,NH-12,OTX015,3.689801,neuroblastoma,neuroblastoma,Chromatin other
CVCL_1150,CTV-1,GNE-317,1.980445,leukemia,acute_myeloid_leukaemia,PI3K/MTOR signaling
CVCL_1765,TE-6,Cediranib,1.881576,aero_dig_tract,oesophagus,RTK signaling
CVCL_0035,PC-3,GSK343,4.429269000000001,urogenital_system,prostate,Chromatin histone methylation
CVCL_0028,AN3-CA,Camptothecin,0.42113,urogenital_system,endometrium,DNA replication
CVCL_0379,Ku812,OF-1,3.096975,leukemia,chronic_myeloid_leukaemia,Chromatin histone acetylation
CVCL_2213,TC-71,Niraparib,2.136165,bone,ewings_sarcoma,Genome integrity
CVCL_1561,NCI-H441,Leflunomide,5.968051,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_1371,LB996-RCC,Bortezomib,-4.533081,kidney,kidney,Protein stability and degradation
CVCL_1114,CAL-85-1,Luminespib,-3.288078,breast,breast,Protein stability and degradation
CVCL_2787,JHH-4,Gemcitabine,0.798909,digestive_system,liver,DNA replication
CVCL_1331,KM12,Sepantronium bromide,-3.238053,large_intestine,large_intestine,Apoptosis regulation
CVCL_1609,NOMO-1,AZD5991,-0.766638,leukemia,acute_myeloid_leukaemia,Apoptosis regulation
CVCL_1173,DK-MG,PCI-34051,5.206039,nervous_system,glioma,Chromatin histone acetylation
CVCL_5078,SNU-61,WIKI4,4.109877,large_intestine,large_intestine,WNT signaling
CVCL_0479,PA-1,Trametinib,0.707331,urogenital_system,ovary,ERK MAPK signaling
CVCL_JM46,PL18,Erlotinib,3.989356,pancreas,pancreas,EGFR signaling
CVCL_1134,COLO 792,AZ6102,0.541253,skin,melanoma,WNT signaling
CVCL_1413,MHH-PREB-1,MIRA-1,1.920588,leukemia,B_cell_leukemia,p53 pathway
CVCL_2218,TT2609-C02,Wee1 Inhibitor,4.237254,thyroid,thyroid,Cell cycle
CVCL_1151,CW-2,Uprosertib,2.6279079506766685,large_intestine,large_intestine,PI3K/MTOR signaling
CVCL_2614,MOG-G-UVW,Uprosertib,1.6377469999999998,nervous_system,glioma,PI3K/MTOR signaling
CVCL_1549,NCI-H2342,Gefitinib,4.049828,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_1300,HuP-T4,Dinaciclib,-2.078333,pancreas,pancreas,Cell cycle
CVCL_1056,A-498,Mirin,5.099149,kidney,kidney,Genome integrity
CVCL_1374,LC4-1,AZD6738,0.064409,leukemia,lymphoblastic_leukemia,Genome integrity
CVCL_1155,D283 Med,Ipatasertib,3.005325,nervous_system,medulloblastoma,PI3K/MTOR signaling
CVCL_1114,CAL-85-1,ULK1_4989,2.234278,breast,breast,"Other, kinases"
CVCL_0547,SW620,Acetalax,6.799805,large_intestine,large_intestine,Unclassified
CVCL_0532,SK-OV-3,Alisertib,5.340442,urogenital_system,ovary,Mitosis
CVCL_1640,PC-14,Sinularin,5.257853,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_4996,MS751,SCH772984,4.1818040000000005,urogenital_system,cervix,ERK MAPK signaling
CVCL_2686,PEO1,Podophyllotoxin bromide,-0.170448,urogenital_system,ovary,Unclassified
CVCL_1122,CHL-1,Carmustine,6.299513,skin,melanoma,DNA replication
CVCL_0250,SNU-387,AZD5363,3.395267,digestive_system,liver,"Other, kinases"
CVCL_1347,KYSE-140,Vorinostat,1.845008,aero_dig_tract,oesophagus,Chromatin histone acetylation
CVCL_0326,Hep 3B2.1-7,XAV939,4.697858,unknown,unknown,WNT signaling
